Order ID,Order Date,Order Quantity,Sales,Profit,Unit Price,Shipping Cost,Zip Code,Region,Customer Segment,Product Category,Product Sub-Category,Product Base Margin,Ship Date
2757,6/1/2011,42,569.32,84.38,12.98,3.14,45999,Central,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",0.6,6/2/2011
2759,10/7/2010,25,827.47,45.37,30.98,6.5,44197,Central,Small Business,Technology,Computer Peripherals,0.64,10/9/2010
2790,7/1/2009,15,330.24,8.48,22.01,5.53,60001,Central,Home Office,Office Supplies,Pens & Art Supplies,0.59,7/2/2009
2790,7/1/2009,7,45.91,-35.535,5.44,7.46,60001,Central,Home Office,Office Supplies,Binders and Binder Accessories,0.36,7/2/2009
2790,7/1/2009,41,22319.58,-734.31,549.99,49,60001,Central,Home Office,Technology,Copiers and Fax,0.35,7/3/2009
2790,7/1/2009,15,520.65,30.63,34.76,8.22,60001,Central,Home Office,Office Supplies,Storage & Organization,0.57,7/3/2009
2791,8/22/2009,47,191.67,-236.2675,3.89,7.01,2180,East,Corporate,Office Supplies,Binders and Binder Accessories,0.37,8/22/2009
2791,8/22/2009,18,507.64,118.94,30.98,5.76,2180,East,Corporate,Office Supplies,Paper,0.4,8/23/2009
2791,8/22/2009,49,5586.33,80.44,120.98,30,2180,East,Corporate,Furniture,Chairs & Chairmats,0.64,8/24/2009
2816,8/2/2009,35,787.56,220.04,21.98,2.87,43343,Central,Corporate,Office Supplies,Pens & Art Supplies,0.55,8/3/2009
2817,3/1/2009,14,3830.14,202.25,300.97,7.18,32122,South,Home Office,Technology,Computer Peripherals,0.48,3/2/2009
2817,3/1/2009,40,1559.86,672.37,39.89,3.04,32122,South,Home Office,Furniture,Office Furnishings,0.53,3/3/2009
2818,10/24/2009,39,593.21,44.71,14.98,8.99,43343,Central,Corporate,Furniture,Office Furnishings,0.39,10/25/2009
2818,10/24/2009,2,89.23,-42.72,38.76,13.26,43343,Central,Corporate,Office Supplies,Paper,0.36,10/25/2009
2818,10/24/2009,37,565.91,192.39,15.68,3.73,43343,Central,Corporate,Furniture,Office Furnishings,0.46,10/26/2009
2823,7/22/2011,17,357.43,-135.98,20.97,6.5,23018,South,Home Office,Technology,Computer Peripherals,0.78,7/23/2011
2823,7/22/2011,21,4754.08,299.88,225.02,28.66,23018,South,Home Office,Office Supplies,Storage & Organization,0.72,7/23/2011
2848,1/21/2012,35,1476.39,-303.62,43.31,15.9,83201,West,Home Office,Furniture,Office Furnishings,0.75,1/23/2012
2848,1/21/2012,8,863.583,-264.275,125.99,8.99,83201,West,Home Office,Technology,Telephones and Communication,0.55,1/23/2012
2852,11/28/2009,10,74.87,-43.97,6.48,8.19,32122,South,Home Office,Office Supplies,Paper,0.37,11/28/2009
2852,11/28/2009,42,3931.318,1025.451,115.99,4.23,32122,South,Home Office,Technology,Telephones and Communication,0.56,11/29/2009
2853,3/17/2009,25,4253.65,943,178.47,19.99,80728,West,Consumer,Office Supplies,Storage & Organization,0.55,3/20/2009
2882,7/4/2011,9,356.72,12.61,40.98,1.99,14925,East,Consumer,Technology,Computer Peripherals,0.44,7/5/2011
2882,7/4/2011,23,3872.87,565.34,160.98,30,14925,East,Consumer,Furniture,Chairs & Chairmats,0.62,7/6/2011
2883,12/5/2010,34,2154.34,177.66,64.98,6.88,49877,Central,Consumer,Office Supplies,Storage & Organization,0.73,12/7/2010
2885,8/1/2012,29,197.41,-128.68,6.48,8.4,14210,East,Home Office,Office Supplies,Paper,0.37,8/1/2012
2885,8/1/2012,46,712.18,13.98,15.42,5.41,14210,East,Home Office,Office Supplies,Storage & Organization,0.59,8/3/2012
2912,1/23/2012,7,16587.13,-3996.39,2550.14,29.7,19936,East,Corporate,Technology,Office Machines,0.57,1/25/2012
2912,1/23/2012,9,507.98,170.9,55.98,4.86,19936,East,Corporate,Office Supplies,Paper,0.36,1/30/2012
2914,1/13/2010,3,62.88,-24.74,18.97,9.54,93456,West,Consumer,Office Supplies,Paper,0.37,1/14/2010
2915,2/10/2009,41,231.26,32.83,5.98,0.96,29684,South,Consumer,Office Supplies,Pens & Art Supplies,0.6,2/14/2009
2915,2/10/2009,23,987.17,51.59,39.98,4,29684,South,Consumer,Technology,Computer Peripherals,0.7,2/15/2009
2947,3/8/2011,8,57.04,-29.06,6.48,6.81,6703,East,Consumer,Office Supplies,Paper,0.36,3/10/2011
2976,10/22/2010,30,14223.82,3424.22,500.98,26,2180,East,Consumer,Furniture,Chairs & Chairmats,0.6,10/24/2010
2978,3/15/2011,28,4671.1495,947.313,200.99,4.2,80001,West,Corporate,Technology,Telephones and Communication,0.59,3/16/2011
2978,3/15/2011,34,6264.1855,1312.038,205.99,19.99,80001,West,Corporate,Technology,Telephones and Communication,0.6,3/16/2011
2978,3/15/2011,36,5410.95,2077.91,162.93,19.99,80001,West,Corporate,Office Supplies,Envelopes,0.39,3/17/2011
3008,9/20/2011,41,6831.72,3081.02,162.93,19.99,39859,South,Consumer,Office Supplies,Envelopes,0.39,9/21/2011
3012,3/17/2010,41,120.03,10.4975,2.78,1.49,87011,West,Corporate,Office Supplies,Binders and Binder Accessories,0.36,3/19/2010
3014,9/11/2012,13,4002.14,1314.389,304.99,19.99,69367,Central,Consumer,Office Supplies,Binders and Binder Accessories,0.4,9/13/2012
3040,2/22/2010,13,98.39,-31.54,6.48,6.6,53001,Central,Consumer,Office Supplies,Paper,0.37,2/23/2010
3042,10/3/2009,26,103.87,15.42,4.26,1.2,30002,South,Consumer,Office Supplies,Pens & Art Supplies,0.44,10/4/2009
3046,10/12/2011,24,10094.43,4451.008,420.98,19.99,29684,South,Small Business,Office Supplies,Binders and Binder Accessories,0.35,10/14/2011
3073,11/20/2008,3,10.58,-11.5805,1.98,4.77,27801,South,Home Office,Office Supplies,Binders and Binder Accessories,0.4,11/21/2008
3073,11/20/2008,7,45923.76,102.61,6783.02,24.49,27801,South,Home Office,Technology,Office Machines,0.39,11/21/2008
3073,11/20/2008,3,2119.67,-2314.74,699.99,24.49,27801,South,Home Office,Technology,Copiers and Fax,0.41,11/21/2008
3078,12/25/2009,12,33.86,0.35,2.88,0.7,96061,West,Corporate,Office Supplies,Pens & Art Supplies,0.56,12/26/2009
3078,12/25/2009,1,316.61,-187.29,291.73,48.8,96061,West,Corporate,Furniture,Chairs & Chairmats,0.56,12/27/2009
3104,7/29/2010,24,380.38,7.29,15.94,5.45,62444,Central,Consumer,Office Supplies,Pens & Art Supplies,0.55,7/29/2010
3104,7/29/2010,50,336.06,-240.78,6.48,8.88,62444,Central,Consumer,Office Supplies,Paper,0.37,7/31/2010
3108,6/17/2010,36,65.39,-0.46,1.82,1,62924,Central,Corporate,Office Supplies,Pens & Art Supplies,0.4,6/18/2010
3109,6/5/2010,47,1005.74,199.3,22.23,8.99,83552,West,Corporate,Furniture,Office Furnishings,0.41,6/12/2010
3109,6/5/2010,37,6477.7395,1653.966,205.99,8.99,83552,West,Corporate,Technology,Telephones and Communication,0.58,6/12/2010
3110,10/29/2009,13,1601.32,377.81,119.99,14,81653,West,Corporate,Technology,Office Machines,0.36,10/31/2009
3136,6/22/2009,8,238.74,-38.89,30.98,8.99,32119,South,Corporate,Office Supplies,Pens & Art Supplies,0.58,6/24/2009
3138,12/22/2008,4,718.03,-427.47,179.99,19.99,68001,Central,Consumer,Technology,Computer Peripherals,0.48,12/22/2008
3141,9/22/2011,30,534.96,-26.72,18.89,3.17,83877,West,Home Office,Technology,Computer Peripherals,0.69,9/24/2011
3168,12/12/2011,14,80.6,-4.2,5.28,3.96,27801,South,Home Office,Furniture,Office Furnishings,0.54,12/17/2011
3169,11/2/2010,7,35.58,-19.95,4.42,4.99,43001,Central,Corporate,Office Supplies,Envelopes,0.38,11/3/2010
3172,4/15/2012,33,584.511,-95.975,20.99,3.3,83465,West,Consumer,Technology,Telephones and Communication,0.81,4/17/2012
3175,5/27/2009,23,3553.62,521.69,165.2,19.99,99403,West,Small Business,Office Supplies,Storage & Organization,0.59,5/29/2009
3202,11/5/2012,10,554.21,-105.37,53.98,5.5,24658,South,Consumer,Technology,Computer Peripherals,0.62,11/9/2012
3205,2/22/2012,8,136.61,80.43,15.68,3.73,45999,Central,Consumer,Furniture,Office Furnishings,0.46,2/22/2012
3205,2/22/2012,42,2907.63,-2171.44,71.37,69,45999,Central,Consumer,Furniture,Tables,0.68,2/26/2012
3232,8/21/2012,5,42.66,-11.8335,7.84,4.71,49634,Central,Small Business,Office Supplies,Binders and Binder Accessories,0.35,8/23/2012
3235,9/27/2011,31,142.97,-12.26,4.71,0.7,19980,East,Corporate,Office Supplies,Rubber Bands,0.85,9/29/2011
3266,1/27/2011,4,17.12,-2.553,3.8,1.49,84014,West,Corporate,Office Supplies,Binders and Binder Accessories,0.38,1/31/2011
3271,11/13/2011,45,11532.99,2753.39,264.98,17.86,6817,East,Home Office,Technology,Office Machines,0.58,11/13/2011
3271,11/13/2011,18,146.1,51.14,8.34,1.43,6817,East,Home Office,Office Supplies,Paper,0.35,11/14/2011
3297,9/15/2012,40,158.7,-196.8,3.75,7.5,12917,East,Consumer,Office Supplies,Labels,0.37,9/16/2012
3300,5/27/2011,6,92.02,-47.36,15.98,4,31811,South,Home Office,Technology,Computer Peripherals,0.37,6/1/2011
3328,10/1/2012,12,1736.41,-762.44,146.05,80.2,6001,East,Corporate,Furniture,Tables,0.71,10/8/2012
3331,4/2/2010,31,153.28,73.16,4.91,0.5,87001,West,Corporate,Office Supplies,Labels,0.36,4/3/2010
3332,9/17/2009,6,22.19,-3.51,3.26,1.86,6439,East,Corporate,Office Supplies,Pens & Art Supplies,0.41,9/19/2009
3333,7/29/2012,9,59.05,-24.09,6.48,5.4,84791,West,Home Office,Office Supplies,Paper,0.37,7/29/2012
3333,7/29/2012,42,927.97,162.17,22.98,4.5,84791,West,Home Office,Office Supplies,Appliances,0.55,7/31/2012
3361,7/5/2012,49,213.71,-208.02,4.28,6.72,5544,East,Corporate,Office Supplies,Paper,0.4,7/5/2012
3361,7/5/2012,23,133.66,-5.6,5.85,2.27,5544,East,Corporate,Office Supplies,Pens & Art Supplies,0.56,7/6/2012
3362,6/10/2011,40,1699.52,734.75,40.98,1.99,88044,West,Small Business,Technology,Computer Peripherals,0.44,6/14/2011
3362,6/10/2011,50,760.85,-109.1,15.14,4.53,88044,West,Small Business,Office Supplies,Storage & Organization,0.81,6/19/2011
3363,8/5/2011,21,8185.89,2137.28,415.88,11.37,24157,South,Home Office,Office Supplies,Storage & Organization,0.57,8/5/2011
3393,5/16/2011,33,325.92,-36.47,9.48,7.29,1001,East,Consumer,Furniture,Office Furnishings,0.45,5/16/2011
3393,5/16/2011,7,127.74,-5.57,15.98,4,1001,East,Consumer,Technology,Computer Peripherals,0.37,5/17/2011
3395,9/11/2009,29,623.02,-255.66,20.89,11.52,60001,Central,Consumer,Office Supplies,Storage & Organization,0.83,9/12/2009
3395,9/11/2009,7,107.88,25.59,15.57,1.39,60001,Central,Consumer,Office Supplies,Envelopes,0.38,9/12/2009
3395,9/11/2009,1,13.16,-10.29,7.35,5.96,60001,Central,Consumer,Office Supplies,Paper,0.38,9/13/2009
3395,9/11/2009,31,181.17,-59.8805,5.38,5.24,60001,Central,Consumer,Office Supplies,Binders and Binder Accessories,0.36,9/13/2009
3397,5/5/2009,11,30.61,-3.381,2.88,1.49,80230,West,Consumer,Office Supplies,Binders and Binder Accessories,0.36,5/6/2009
3397,5/5/2009,43,815.89,-20.25,19.98,4,80230,West,Consumer,Technology,Computer Peripherals,0.68,5/7/2009
3456,4/13/2010,20,5418.68,434.38,280.98,35.67,19701,East,Small Business,Furniture,Tables,0.66,4/17/2010
3458,11/3/2009,41,627.91,222.08,15.28,1.99,83201,West,Corporate,Technology,Computer Peripherals,0.42,11/5/2009
3458,11/3/2009,28,46.89,-3.83,1.76,0.7,83201,West,Corporate,Office Supplies,Pens & Art Supplies,0.56,11/6/2009
3459,6/9/2009,24,2152.404,218.871,110.99,8.99,62541,Central,Home Office,Technology,Telephones and Communication,0.57,6/11/2009
3460,8/15/2011,27,153.23,-95.15,5.98,4.69,21230,South,Consumer,Office Supplies,Storage & Organization,0.68,8/17/2011
3461,12/13/2009,35,3206.3955,784.773,115.99,2.5,31733,South,Home Office,Technology,Telephones and Communication,0.55,12/15/2009
3461,12/13/2009,47,2053.379,1040.4,55.99,1.25,31733,South,Home Office,Technology,Telephones and Communication,0.35,12/15/2009
3463,6/30/2010,43,264.75,-212.51,6.48,8.4,88044,West,Consumer,Office Supplies,Paper,0.37,7/1/2010
3488,11/20/2010,6,133.4,-0.31,21.98,2.87,62999,Central,Home Office,Office Supplies,Pens & Art Supplies,0.55,11/21/2010
3488,11/20/2010,39,4669.19,-1864.08,122.99,70.2,62999,Central,Home Office,Furniture,Chairs & Chairmats,0.74,11/23/2010
3492,10/6/2009,49,6177.53,-1195.12,130.98,54.74,60406,Central,Corporate,Furniture,Bookcases,0.69,10/6/2009
3492,10/6/2009,33,94.6,-6.34,2.78,1.25,60406,Central,Corporate,Office Supplies,Pens & Art Supplies,0.59,10/6/2009
3492,10/6/2009,35,2393.63,524.875,67.28,19.99,60406,Central,Corporate,Office Supplies,Binders and Binder Accessories,0.4,10/11/2009
3493,7/6/2010,48,7518.12,1027.63,152.48,6.5,36344,South,Home Office,Technology,Computer Peripherals,0.74,7/8/2010
3521,9/7/2012,50,204.11,28.71,4.28,0.94,49822,Central,Home Office,Office Supplies,Pens & Art Supplies,0.56,9/9/2012
3522,8/8/2009,27,812.68,235.88,29.89,1.99,83552,West,Consumer,Technology,Computer Peripherals,0.5,8/10/2009
3522,8/8/2009,33,1935.17,-991.07,60.98,49,83552,West,Consumer,Office Supplies,Appliances,0.59,8/15/2009
3524,3/15/2012,21,427.32,52.35,18.97,9.03,7001,East,Small Business,Office Supplies,Paper,0.37,3/16/2012
3525,11/3/2011,38,115.43,11.41,2.78,1.34,31811,South,Home Office,Office Supplies,Pens & Art Supplies,0.45,11/5/2011
3526,1/26/2011,20,246.06,20.67,12.07,6.2,77474,Central,Small Business,Furniture,Office Furnishings,0.52,1/28/2011
3553,3/30/2009,7,20.5,-4.04,2.94,0.96,60406,Central,Corporate,Office Supplies,Pens & Art Supplies,0.58,3/31/2009
3554,4/29/2011,25,288.91,-14.06,12.28,6.47,29945,South,Corporate,Office Supplies,Paper,0.38,5/8/2011
3556,8/5/2012,41,4933.99,1161.89,128.24,12.65,39859,South,Home Office,Furniture,Chairs & Chairmats,0.57,8/5/2012
3556,8/5/2012,48,269.37,-103.546,5.74,5.01,39859,South,Home Office,Office Supplies,Binders and Binder Accessories,0.39,8/8/2012
3559,9/5/2012,34,136.67,-117.921,3.81,5.44,68770,Central,Corporate,Office Supplies,Binders and Binder Accessories,0.36,9/6/2012
3585,10/5/2009,27,259.72,78.05,10.06,2.06,21794,South,Corporate,Office Supplies,Paper,0.39,10/5/2009
3585,10/5/2009,34,54.69,-35.75,1.68,1.57,21794,South,Corporate,Office Supplies,Pens & Art Supplies,0.59,10/6/2009
3586,10/17/2010,32,383.57,70.51,12.58,5.16,49642,Central,Home Office,Furniture,Office Furnishings,0.43,10/18/2010
3586,10/17/2010,31,461.1,116.96,14.34,5,49642,Central,Home Office,Furniture,Office Furnishings,0.49,10/19/2010
3588,1/29/2011,18,1531.93,326.56,90.97,14,36344,South,Home Office,Technology,Office Machines,0.36,1/29/2011
3588,1/29/2011,42,374.38,-1.16,8.67,3.5,36344,South,Home Office,Office Supplies,Appliances,0.58,1/30/2011
3588,1/29/2011,14,410.27,226.72,30.93,3.92,36344,South,Home Office,Furniture,Office Furnishings,0.44,1/31/2011
3588,1/29/2011,21,1557.42,-123.81,73.98,4,36344,South,Home Office,Technology,Computer Peripherals,0.79,1/31/2011
3589,4/7/2009,23,72.93,28.55,3.15,0.49,21022,South,Home Office,Office Supplies,Labels,0.37,4/9/2009
3591,10/20/2010,12,1085.16,-311.54,89.99,42,91188,West,Small Business,Furniture,Chairs & Chairmats,0.66,10/21/2010
3591,10/20/2010,3,321.57,-100.05,100.98,15.66,91188,West,Small Business,Office Supplies,Appliances,0.57,10/22/2010
3621,3/18/2010,14,83.87,-28.83,5.58,5.3,21230,South,Small Business,Office Supplies,Envelopes,0.35,3/19/2010
3622,10/9/2011,16,76.6,-48.507,4.24,5.41,43270,Central,Consumer,Office Supplies,Binders and Binder Accessories,0.35,10/14/2011
3648,4/29/2010,46,134.81,52.36,3.15,0.49,84415,West,Home Office,Office Supplies,Labels,0.37,5/1/2010
3648,4/29/2010,34,5488.5265,1382.445,195.99,4.2,84415,West,Home Office,Technology,Telephones and Communication,0.57,5/6/2010
3649,5/18/2009,8,79.42,-15.456,8.88,6.28,6074,East,Home Office,Office Supplies,Binders and Binder Accessories,0.35,5/23/2009
3649,5/18/2009,26,75.6,17.14,2.88,0.99,6074,East,Home Office,Office Supplies,Labels,0.36,5/27/2009
3650,4/9/2012,36,139.95,-128.593,3.58,5.47,43001,Central,Home Office,Office Supplies,Binders and Binder Accessories,0.37,4/11/2012
3650,4/9/2012,24,5207.5,166.44,216.6,64.2,43001,Central,Home Office,Furniture,Chairs & Chairmats,0.59,4/11/2012
3653,2/6/2009,41,271.11,64.79,6.68,1.5,83465,West,Corporate,Office Supplies,Pens & Art Supplies,0.48,2/8/2009
3654,4/15/2012,47,12569.31,3160.63,279.81,23.19,93456,West,Corporate,Office Supplies,Appliances,0.59,4/15/2012
3654,4/15/2012,39,7338.79,4031.62,204.1,13.99,93456,West,Corporate,Technology,Office Machines,0.37,4/20/2012
3654,4/15/2012,41,95.73,-151.15,2.08,5.33,93456,West,Corporate,Furniture,Office Furnishings,0.43,4/20/2012
3655,8/18/2012,3,62.54,-30.7395,15.99,13.18,501,East,Small Business,Office Supplies,Binders and Binder Accessories,0.37,8/18/2012
3655,8/18/2012,24,2750.107,600.417,125.99,7.69,501,East,Small Business,Technology,Telephones and Communication,0.58,8/19/2012
3680,10/22/2012,24,99.53,18.2835,3.8,1.49,21022,South,Corporate,Office Supplies,Binders and Binder Accessories,0.38,10/24/2012
3680,10/22/2012,27,177.95,-61.75,6.48,6,21022,South,Corporate,Office Supplies,Paper,0.37,10/24/2012
3685,11/29/2011,29,106.78,-98.05,3.28,5,85233,West,Small Business,Office Supplies,Pens & Art Supplies,0.56,11/30/2011
3687,12/16/2009,25,79.37,6.14,3.29,1.35,2180,East,Home Office,Office Supplies,Rubber Bands,0.4,12/16/2009
3745,8/11/2010,38,1143.35,411.1,29.18,8.55,19891,East,Home Office,Furniture,Office Furnishings,0.42,8/13/2010
3746,7/24/2009,14,1463.0965,162.666,115.99,2.5,90835,West,Corporate,Technology,Telephones and Communication,0.57,7/24/2009
3746,7/24/2009,38,246.3,-67.49,5.98,5.79,90835,West,Corporate,Office Supplies,Paper,0.36,7/25/2009
3749,1/6/2011,27,353.62,140.148,12.97,1.49,88595,Central,Consumer,Office Supplies,Binders and Binder Accessories,0.35,1/8/2011
3750,3/12/2011,12,76.16,-24.03,5.98,5.2,43001,Central,Small Business,Office Supplies,Paper,0.36,3/14/2011
3777,2/18/2009,14,244.85,38.06,17.67,8.99,83810,West,Small Business,Furniture,Office Furnishings,0.47,2/19/2009
3778,4/7/2010,12,557.03,8.95,45.19,1.99,27006,South,Home Office,Technology,Computer Peripherals,0.55,4/8/2010
3778,4/7/2010,3,26.53,-15,6.68,6.92,27006,South,Home Office,Office Supplies,Paper,0.37,4/8/2010
3778,4/7/2010,34,5133.9235,1313.946,175.99,4.99,27006,South,Home Office,Technology,Telephones and Communication,0.59,4/8/2010
3778,4/7/2010,34,268.09,-63.76,8.32,2.38,27006,South,Home Office,Technology,Computer Peripherals,0.74,4/9/2010
3783,10/18/2010,11,92.14,-40.25,8.12,2.83,43567,Central,Corporate,Technology,Computer Peripherals,0.77,10/18/2010
3783,10/18/2010,40,257.43,-200.63,6.48,8.73,43567,Central,Corporate,Office Supplies,Paper,0.37,10/20/2010
3808,3/6/2009,2,6.13,-2.83,2.89,0.49,83465,West,Corporate,Office Supplies,Labels,0.38,3/6/2009
3810,7/30/2012,25,78.26,35.09,2.61,0.5,84631,West,Corporate,Office Supplies,Labels,0.39,8/1/2012
3810,7/30/2012,40,221.86,-1845.66,4.48,49,84631,West,Corporate,Office Supplies,Appliances,0.6,8/1/2012
3814,1/4/2011,43,1225.41,-138.02,28.28,13.99,96121,West,Consumer,Office Supplies,Storage & Organization,0.58,1/10/2011
3841,8/17/2009,19,1184.45,-552.1,60.98,49,28717,South,Small Business,Office Supplies,Appliances,0.59,8/19/2009
3841,8/17/2009,20,25409.63,11535.282,1270.99,19.99,28717,South,Small Business,Office Supplies,Binders and Binder Accessories,0.35,8/19/2009
3841,8/17/2009,43,7308.283,1680.228,205.99,8.99,28717,South,Small Business,Technology,Telephones and Communication,0.6,8/19/2009
3845,3/8/2012,9,3064.27,294.39,363.25,19.99,14210,East,Consumer,Office Supplies,Appliances,0.57,3/8/2012
3845,3/8/2012,15,123.91,39.04,8.34,0.96,14210,East,Consumer,Furniture,Office Furnishings,0.43,3/9/2012
3845,3/8/2012,22,475.72,-10.4,19.98,10.49,14210,East,Consumer,Furniture,Office Furnishings,0.49,3/10/2012
3877,4/2/2010,14,700.46,254.31,48.04,7.23,76901,Central,Corporate,Office Supplies,Paper,0.37,4/2/2010
3905,11/2/2010,42,2537.88,-377.25,60.89,32.41,78602,Central,Consumer,Furniture,Chairs & Chairmats,0.56,11/3/2010
3907,7/1/2012,36,218.12,-1642.65,4.48,49,62999,Central,Small Business,Office Supplies,Appliances,0.6,7/1/2012
3907,7/1/2012,36,1083.19,214.61,29.99,5.5,62999,Central,Small Business,Technology,Computer Peripherals,0.51,7/2/2012
3907,7/1/2012,34,729.83,-135.102,22.38,15.1,62999,Central,Small Business,Office Supplies,Binders and Binder Accessories,0.38,7/3/2012
3908,1/19/2010,8,820.284,-180.202,115.99,2.5,19701,East,Corporate,Technology,Telephones and Communication,0.57,1/19/2010
3911,1/27/2011,24,370.72,-156.76,15.7,11.25,31811,South,Small Business,Office Supplies,Storage & Organization,0.6,1/27/2011
3942,5/10/2010,22,1559.7755,-247.181,85.99,0.99,81221,West,Small Business,Technology,Telephones and Communication,0.85,5/11/2010
3942,5/10/2010,11,225.14,-42.61,20.15,8.99,81221,West,Small Business,Office Supplies,Pens & Art Supplies,0.58,5/11/2010
3970,2/7/2012,13,324.83,-426.54,20.98,45,88439,West,Home Office,Office Supplies,Storage & Organization,0.61,2/8/2012
3970,2/7/2012,39,1032.97,397.15,28.48,1.99,88439,West,Home Office,Technology,Computer Peripherals,0.4,2/9/2012
3973,2/4/2012,21,316.35,117.91,15.68,3.73,10501,East,Corporate,Furniture,Office Furnishings,0.46,2/6/2012
4004,3/19/2010,44,1512.25,195.48,34.58,8.99,68155,Central,Corporate,Office Supplies,Pens & Art Supplies,0.56,3/20/2010
4004,3/19/2010,14,63.52,8.66,4.84,0.71,68155,Central,Corporate,Office Supplies,Pens & Art Supplies,0.52,3/22/2010
4006,11/16/2010,38,1441.61,624.84,37.94,5.08,6928,East,Corporate,Office Supplies,Paper,0.38,11/17/2010
4007,4/30/2010,18,1038.4,112.36,56.96,13.22,49877,Central,Corporate,Office Supplies,Appliances,0.56,5/1/2010
4007,4/30/2010,1,305.82,-232.24,279.48,35,49877,Central,Corporate,Office Supplies,Storage & Organization,0.8,5/1/2010
4033,4/14/2010,21,763.12,140.33,34.76,5.49,80728,West,Consumer,Office Supplies,Storage & Organization,0.6,4/16/2010
4033,4/14/2010,38,19269.05,4127.79,500.98,41.44,80728,West,Consumer,Furniture,Bookcases,0.66,4/21/2010
4034,9/26/2010,44,3367.24,-1183.69,79.52,48.2,88134,West,Small Business,Furniture,Office Furnishings,0.74,9/27/2010
4034,9/26/2010,37,5723.24,-216.63,145.98,51.92,88134,West,Small Business,Furniture,Tables,0.69,9/27/2010
4037,2/3/2010,27,188.07,-101.85,6.48,7.86,87001,West,Corporate,Office Supplies,Paper,0.37,2/4/2010
4067,8/19/2012,16,118.38,-42.458,7.1,6.05,85301,West,Corporate,Office Supplies,Binders and Binder Accessories,0.39,8/21/2012
4069,3/25/2012,47,124.94,-2.4,2.78,1.34,68717,Central,Consumer,Office Supplies,Pens & Art Supplies,0.45,3/25/2012
4069,3/25/2012,8,54.43,-31.63,6.48,6.74,68717,Central,Consumer,Office Supplies,Paper,0.37,3/27/2012
4069,3/25/2012,30,78.46,18.57,2.62,0.8,68717,Central,Consumer,Office Supplies,Rubber Bands,0.39,3/28/2012
4070,4/24/2011,22,646.07,237.75,28.48,1.99,77037,Central,Home Office,Technology,Computer Peripherals,0.4,4/24/2011
4096,5/15/2012,21,128.28,53.58,6.3,0.5,28633,South,Corporate,Office Supplies,Labels,0.39,5/16/2012
4099,7/3/2012,42,1691.51,285.16,42.76,6.22,86504,West,Consumer,Office Supplies,Storage & Organization,0.59,7/4/2012
4099,7/3/2012,4,47.86,-17.32,9.48,7.29,86504,West,Consumer,Furniture,Office Furnishings,0.45,7/4/2012
4099,7/3/2012,39,3607.8505,784.494,110.99,8.99,86504,West,Consumer,Technology,Telephones and Communication,0.57,7/5/2012
4099,7/3/2012,12,122.93,-6.83,9.78,5.76,86504,West,Consumer,Office Supplies,Envelopes,0.35,7/6/2012
4103,5/15/2012,3,42.5,-28.43,11.66,8.99,21022,South,Home Office,Office Supplies,Pens & Art Supplies,0.59,5/19/2012
4128,8/19/2011,38,391.42,25.03,9.99,5.12,24157,South,Consumer,Office Supplies,Paper,0.4,8/21/2011
4132,4/10/2011,5,14.76,1.32,2.88,0.5,1001,East,Corporate,Office Supplies,Labels,0.36,4/12/2011
4134,11/24/2010,23,757.91,-16.05,30.97,4,34997,South,Small Business,Technology,Computer Peripherals,0.74,11/24/2010
4134,11/24/2010,48,6403.39,-824.15,130.98,54.74,34997,South,Small Business,Furniture,Bookcases,0.69,11/26/2010
4162,12/23/2011,2,381.6,-319.02,193.17,19.99,32003,South,Small Business,Office Supplies,Storage & Organization,0.71,12/27/2011
4166,1/10/2010,19,138.85,-49.3465,7.1,6.05,28909,South,Corporate,Office Supplies,Binders and Binder Accessories,0.39,1/10/2010
4193,11/21/2008,3,75.77,64.25,22.72,8.99,84791,West,Home Office,Furniture,Office Furnishings,0.44,11/21/2008
4193,11/21/2008,16,64.29,14.42,4.13,0.99,84791,West,Home Office,Office Supplies,Labels,0.39,11/21/2008
4195,4/10/2010,30,255.74,37.09,8.5,1.99,62999,Central,Corporate,Technology,Computer Peripherals,0.49,4/12/2010
4199,12/26/2011,43,639.71,102.53,14.2,5.3,83810,West,Corporate,Furniture,Office Furnishings,0.46,12/27/2011
4230,1/15/2012,18,409.16,21.96,22.72,8.99,7514,East,Corporate,Furniture,Office Furnishings,0.44,1/16/2012
4230,1/15/2012,46,2508.316,456.813,65.99,8.99,7514,East,Corporate,Technology,Telephones and Communication,0.56,1/17/2012
4257,2/4/2011,45,253.89,-83.66,5.58,5.3,85233,West,Consumer,Office Supplies,Envelopes,0.35,2/6/2011
4261,8/15/2012,22,1556.87,-521.42,68.81,60,5544,East,Corporate,Office Supplies,Appliances,0.41,8/16/2012
4261,8/15/2012,33,195.98,-71.47,5.98,5.35,5544,East,Corporate,Office Supplies,Paper,0.4,8/17/2012
4261,8/15/2012,48,274.38,-94.82,5.78,5.37,5544,East,Corporate,Office Supplies,Paper,0.36,8/17/2012
4261,8/15/2012,32,9235.97,2848.17,300.65,24.49,5544,East,Corporate,Office Supplies,Appliances,0.52,8/17/2012
4294,6/27/2012,8,17.72,-15.34,1.74,4.08,85233,West,Small Business,Furniture,Office Furnishings,0.53,6/29/2012
4321,5/30/2009,47,1505.57,-54.63,30.53,19.99,6439,East,Corporate,Office Supplies,Labels,0.39,6/1/2009
