Customer_ID,ItemPurchased
Id 128,Item 10
Id 910,Item 38
Id 114,Item 11
Id 86,Item 44
Id 295,Item 52
Id 366,Item 36
Id 667,Item 52
Id 825,Item 42
Id 437,Item 10
Id 334,Item 7
Id 422,Item 17
Id 573,Item 78
Id 648,Item 47
Id 761,Item 37
Id 215,Item 14
Id 975,Item 45
Id 745,Item 18
Id 422,Item 5
Id 168,Item 78
Id 675,Item 47
Id 856,Item 68
Id 173,Item 64
Id 494,Item 53
Id 630,Item 80
Id 720,Item 63
Id 721,Item 56
Id 39,Item 72
Id 633,Item 14
Id 261,Item 21
Id 411,Item 12
Id 896,Item 28
Id 154,Item 47
Id 344,Item 2
Id 636,Item 38
Id 496,Item 18
Id 818,Item 51
Id 259,Item 67
Id 235,Item 80
Id 44,Item 57
Id 856,Item 24
Id 782,Item 43
Id 712,Item 49
Id 475,Item 77
Id 275,Item 14
Id 181,Item 45
Id 189,Item 67
Id 659,Item 64
Id 437,Item 64
Id 422,Item 71
Id 765,Item 19
Id 92,Item 61
Id 364,Item 56
Id 381,Item 19
Id 749,Item 13
Id 617,Item 9
Id 479,Item 23
Id 827,Item 26
Id 917,Item 42
Id 240,Item 14
Id 814,Item 66
Id 541,Item 69
Id 700,Item 39
Id 797,Item 70
Id 847,Item 68
Id 11,Item 30
Id 306,Item 30
Id 459,Item 21
Id 673,Item 77
Id 579,Item 30
Id 808,Item 32
Id 854,Item 66
Id 297,Item 54
Id 70,Item 34
Id 233,Item 43
Id 885,Item 24
Id 97,Item 50
Id 56,Item 32
Id 547,Item 21
Id 872,Item 68
Id 886,Item 64
Id 392,Item 36
Id 267,Item 58
Id 167,Item 3
Id 317,Item 80
Id 557,Item 75
Id 529,Item 46
Id 277,Item 59
Id 233,Item 78
Id 342,Item 7
Id 248,Item 46
Id 911,Item 80
Id 810,Item 69
Id 496,Item 46
Id 484,Item 21
Id 561,Item 21
Id 964,Item 21
Id 155,Item 32
Id 676,Item 11
Id 202,Item 77
Id 146,Item 5
Id 607,Item 61
Id 47,Item 63
Id 659,Item 1
Id 326,Item 76
Id 732,Item 10
Id 310,Item 80
Id 198,Item 24
Id 2,Item 50
Id 818,Item 24
Id 973,Item 23
Id 103,Item 52
Id 399,Item 52
Id 151,Item 79
Id 848,Item 36
Id 207,Item 5
Id 386,Item 80
Id 280,Item 42
Id 787,Item 26
Id 781,Item 21
Id 205,Item 39
Id 680,Item 43
Id 527,Item 74
Id 437,Item 37
Id 955,Item 77
Id 631,Item 26
Id 550,Item 52
Id 295,Item 32
Id 53,Item 38
Id 476,Item 23
Id 251,Item 29
Id 505,Item 46
Id 557,Item 26
Id 715,Item 55
Id 139,Item 24
Id 569,Item 56
Id 805,Item 9
Id 214,Item 9
Id 226,Item 30
Id 990,Item 54
Id 816,Item 57
Id 594,Item 33
Id 149,Item 71
Id 660,Item 41
Id 384,Item 79
Id 335,Item 2
Id 720,Item 43
Id 719,Item 19
Id 763,Item 19
Id 633,Item 23
Id 547,Item 19
Id 303,Item 8
Id 989,Item 8
Id 289,Item 22
Id 322,Item 17
Id 430,Item 45
Id 800,Item 79
Id 956,Item 53
Id 393,Item 20
Id 741,Item 46
Id 798,Item 48
Id 936,Item 26
Id 614,Item 6
Id 5,Item 79
Id 77,Item 53
Id 232,Item 59
Id 480,Item 70
Id 337,Item 15
Id 84,Item 35
Id 214,Item 74
Id 879,Item 74
Id 177,Item 47
Id 62,Item 61
Id 747,Item 73
Id 801,Item 75
Id 412,Item 66
Id 804,Item 8
Id 144,Item 59
Id 210,Item 22
Id 309,Item 74
Id 778,Item 55
Id 240,Item 66
Id 962,Item 46
Id 944,Item 9
Id 915,Item 44
Id 538,Item 74
Id 122,Item 74
Id 873,Item 22
Id 912,Item 71
Id 358,Item 53
Id 633,Item 6
Id 757,Item 77
Id 866,Item 31
Id 287,Item 38
Id 175,Item 53
Id 515,Item 42
Id 903,Item 49
Id 839,Item 74
Id 336,Item 70
Id 600,Item 11
Id 34,Item 58
Id 507,Item 13
Id 721,Item 1
Id 145,Item 49
Id 103,Item 55
Id 758,Item 50
Id 77,Item 78
Id 907,Item 56
Id 570,Item 18
Id 802,Item 21
Id 264,Item 56
Id 52,Item 18
Id 737,Item 59
Id 684,Item 67
Id 888,Item 61
Id 800,Item 47
Id 662,Item 47
Id 153,Item 27
Id 754,Item 6
Id 11,Item 38
Id 559,Item 42
Id 876,Item 32
Id 182,Item 70
Id 465,Item 39
Id 593,Item 46
Id 326,Item 13
Id 686,Item 52
Id 223,Item 34
Id 584,Item 25
Id 196,Item 26
Id 972,Item 17
Id 687,Item 47
Id 379,Item 59
Id 4,Item 27
Id 951,Item 31
Id 907,Item 47
Id 781,Item 4
Id 102,Item 76
Id 150,Item 40
Id 840,Item 47
Id 480,Item 9
Id 739,Item 46
Id 677,Item 71
Id 444,Item 41
Id 263,Item 59
Id 815,Item 42
Id 361,Item 62
Id 922,Item 24
Id 798,Item 32
Id 263,Item 80
Id 643,Item 3
Id 662,Item 15
Id 690,Item 4
Id 921,Item 31
Id 865,Item 39
Id 890,Item 7
Id 89,Item 53
Id 27,Item 31
Id 588,Item 71
Id 58,Item 39
Id 51,Item 63
Id 216,Item 49
Id 959,Item 51
Id 83,Item 65
Id 590,Item 15
Id 450,Item 75
Id 869,Item 35
Id 716,Item 67
Id 43,Item 69
Id 470,Item 47
Id 74,Item 39
Id 644,Item 16
Id 905,Item 62
Id 300,Item 51
Id 369,Item 2
Id 543,Item 62
Id 232,Item 78
Id 982,Item 31
Id 794,Item 42
Id 910,Item 15
Id 156,Item 48
Id 601,Item 34
Id 815,Item 17
Id 902,Item 44
Id 913,Item 45
Id 707,Item 78
Id 229,Item 14
Id 993,Item 66
Id 905,Item 73
Id 533,Item 59
Id 536,Item 44
Id 751,Item 44
Id 886,Item 21
Id 979,Item 27
Id 1,Item 52
Id 139,Item 75
Id 842,Item 17
Id 749,Item 54
Id 578,Item 56
Id 962,Item 32
Id 152,Item 10
Id 602,Item 35
Id 602,Item 76
Id 684,Item 29
Id 197,Item 25
Id 37,Item 45
Id 783,Item 30
Id 857,Item 22
Id 402,Item 19
Id 492,Item 43
Id 847,Item 69
Id 200,Item 6
Id 617,Item 38
Id 701,Item 19
Id 43,Item 63
Id 330,Item 51
Id 873,Item 21
Id 197,Item 26
Id 482,Item 42
Id 651,Item 49
Id 510,Item 20
Id 168,Item 26
Id 867,Item 31
Id 915,Item 49
Id 995,Item 61
Id 741,Item 66
Id 734,Item 4
Id 443,Item 13
Id 494,Item 10
Id 400,Item 76
Id 110,Item 40
Id 660,Item 74
Id 65,Item 27
Id 469,Item 64
Id 991,Item 54
Id 18,Item 68
Id 881,Item 32
Id 89,Item 35
Id 10,Item 64
Id 159,Item 23
Id 96,Item 61
Id 664,Item 22
Id 412,Item 2
Id 51,Item 42
Id 875,Item 74
Id 333,Item 21
Id 406,Item 8
Id 184,Item 80
Id 421,Item 41
Id 121,Item 40
Id 822,Item 7
Id 395,Item 51
Id 626,Item 29
Id 506,Item 55
Id 649,Item 38
Id 126,Item 64
Id 961,Item 5
Id 861,Item 31
Id 185,Item 22
Id 220,Item 35
Id 874,Item 19
Id 627,Item 76
Id 78,Item 50
Id 722,Item 21
Id 969,Item 76
Id 195,Item 20
Id 775,Item 50
Id 269,Item 69
Id 512,Item 76
Id 929,Item 39
Id 430,Item 9
Id 585,Item 36
Id 266,Item 59
Id 441,Item 10
Id 35,Item 66
Id 299,Item 28
Id 436,Item 36
Id 734,Item 34
Id 724,Item 70
Id 138,Item 54
Id 998,Item 5
Id 870,Item 63
Id 412,Item 16
Id 261,Item 69
Id 637,Item 80
Id 995,Item 21
Id 434,Item 51
Id 723,Item 24
Id 753,Item 34
Id 807,Item 27
Id 323,Item 8
Id 913,Item 6
Id 834,Item 74
Id 258,Item 67
Id 385,Item 6
Id 772,Item 49
Id 276,Item 47
Id 324,Item 51
Id 56,Item 13
Id 832,Item 22
Id 886,Item 12
Id 164,Item 76
Id 891,Item 42
Id 362,Item 17
Id 855,Item 23
Id 332,Item 38
Id 937,Item 77
Id 754,Item 44
Id 203,Item 34
Id 572,Item 52
Id 975,Item 58
Id 988,Item 23
Id 550,Item 5
Id 8,Item 47
Id 914,Item 78
Id 448,Item 29
Id 828,Item 66
Id 289,Item 70
Id 122,Item 32
Id 602,Item 49
Id 387,Item 73
Id 107,Item 22
Id 415,Item 12
Id 46,Item 53
Id 589,Item 5
Id 127,Item 16
Id 115,Item 80
Id 157,Item 14
Id 972,Item 51
Id 361,Item 80
Id 112,Item 23
Id 835,Item 39
Id 806,Item 9
Id 318,Item 2
Id 431,Item 47
Id 45,Item 29
Id 595,Item 25
Id 742,Item 44
Id 30,Item 63
Id 345,Item 52
Id 581,Item 73
Id 909,Item 17
Id 346,Item 62
Id 328,Item 5
Id 992,Item 41
Id 555,Item 26
Id 206,Item 27
Id 512,Item 15
Id 945,Item 53
Id 897,Item 50
Id 495,Item 11
Id 117,Item 55
Id 216,Item 24
Id 398,Item 3
Id 926,Item 27
Id 592,Item 8
Id 996,Item 46
Id 644,Item 15
Id 465,Item 54
Id 19,Item 58
Id 606,Item 49
Id 365,Item 76
Id 154,Item 37
Id 412,Item 31
Id 613,Item 38
Id 681,Item 12
Id 219,Item 30
Id 968,Item 26
Id 337,Item 58
Id 380,Item 32
Id 471,Item 73
Id 797,Item 70
Id 136,Item 78
Id 691,Item 77
Id 207,Item 74
Id 748,Item 79
Id 160,Item 25
Id 86,Item 49
Id 946,Item 23
Id 993,Item 16
Id 849,Item 22
Id 509,Item 73
Id 162,Item 26
Id 196,Item 78
Id 344,Item 46
Id 817,Item 29
Id 730,Item 4
Id 668,Item 56
Id 149,Item 62
Id 299,Item 78
Id 743,Item 20
Id 87,Item 64
Id 721,Item 43
Id 752,Item 29
Id 961,Item 16
Id 36,Item 29
Id 792,Item 65
Id 545,Item 53
Id 773,Item 62
Id 579,Item 33
Id 790,Item 53
Id 564,Item 3
Id 940,Item 40
Id 557,Item 41
Id 216,Item 23
Id 718,Item 23
Id 466,Item 27
Id 165,Item 55
Id 406,Item 32
Id 545,Item 50
Id 79,Item 73
Id 916,Item 9
Id 974,Item 40
Id 328,Item 71
Id 815,Item 62
Id 453,Item 2
Id 963,Item 67
Id 338,Item 31
Id 534,Item 1
Id 287,Item 77
Id 773,Item 20
Id 233,Item 41
Id 189,Item 61
Id 156,Item 12
Id 267,Item 22
Id 119,Item 58
Id 304,Item 58
Id 317,Item 6
Id 675,Item 11
Id 262,Item 77
Id 305,Item 59
Id 543,Item 63
Id 506,Item 55
Id 713,Item 50
Id 535,Item 54
Id 553,Item 18
Id 259,Item 62
Id 177,Item 62
Id 18,Item 79
Id 327,Item 23
Id 811,Item 45
Id 772,Item 79
Id 864,Item 69
Id 5,Item 76
Id 875,Item 80
Id 569,Item 26
Id 828,Item 64
Id 291,Item 22
Id 190,Item 78
Id 636,Item 63
Id 5,Item 44
Id 260,Item 15
Id 184,Item 78
Id 530,Item 42
Id 293,Item 47
Id 282,Item 50
Id 283,Item 48
Id 630,Item 2
Id 950,Item 49
Id 242,Item 8
Id 985,Item 38
Id 468,Item 14
Id 814,Item 26
Id 879,Item 50
Id 694,Item 34
Id 167,Item 2
Id 740,Item 18
Id 921,Item 75
Id 464,Item 53
Id 799,Item 77
Id 310,Item 27
Id 986,Item 51
Id 445,Item 34
Id 215,Item 58
Id 270,Item 41
Id 633,Item 80
Id 648,Item 3
Id 802,Item 63
Id 951,Item 1
Id 419,Item 76
Id 358,Item 57
Id 632,Item 9
Id 842,Item 79
Id 461,Item 35
Id 484,Item 47
Id 1,Item 62
Id 290,Item 70
Id 614,Item 57
Id 250,Item 40
Id 552,Item 64
Id 14,Item 40
Id 316,Item 75
Id 448,Item 5
Id 536,Item 66
Id 240,Item 59
Id 423,Item 42
Id 926,Item 23
Id 840,Item 58
Id 578,Item 38
Id 656,Item 64
Id 443,Item 38
Id 261,Item 56
Id 665,Item 12
Id 74,Item 30
Id 769,Item 36
Id 487,Item 22
Id 303,Item 74
Id 565,Item 47
Id 673,Item 38
Id 182,Item 61
Id 573,Item 52
Id 93,Item 35
Id 734,Item 71
Id 725,Item 57
Id 766,Item 1
Id 604,Item 9
Id 379,Item 56
Id 120,Item 67
Id 319,Item 59
Id 259,Item 77
Id 593,Item 67
Id 720,Item 34
Id 778,Item 28
Id 265,Item 32
Id 738,Item 39
Id 350,Item 37
Id 780,Item 10
Id 73,Item 26
Id 868,Item 35
Id 819,Item 80
Id 984,Item 32
Id 978,Item 31
Id 533,Item 62
Id 472,Item 19
Id 100,Item 15
Id 181,Item 52
Id 601,Item 46
Id 802,Item 32
Id 123,Item 76
Id 167,Item 58
Id 274,Item 34
Id 466,Item 34
Id 169,Item 26
Id 211,Item 2
Id 124,Item 44
Id 986,Item 54
Id 717,Item 65
Id 505,Item 7
Id 838,Item 59
Id 820,Item 28
Id 388,Item 68
Id 922,Item 61
Id 370,Item 54
Id 29,Item 27
Id 267,Item 59
Id 767,Item 20
Id 223,Item 57
Id 18,Item 14
Id 797,Item 7
Id 605,Item 16
Id 174,Item 11
Id 553,Item 6
Id 832,Item 63
Id 578,Item 55
Id 484,Item 25
Id 694,Item 76
Id 230,Item 1
Id 692,Item 58
Id 101,Item 15
Id 504,Item 31
Id 34,Item 25
Id 88,Item 48
Id 627,Item 73
Id 779,Item 29
Id 725,Item 48
Id 275,Item 31
Id 28,Item 9
Id 271,Item 10
Id 194,Item 47
Id 300,Item 8
Id 23,Item 22
Id 269,Item 56
Id 656,Item 27
Id 719,Item 21
Id 478,Item 2
Id 936,Item 73
Id 174,Item 10
Id 873,Item 48
Id 352,Item 7
Id 859,Item 74
Id 489,Item 54
Id 363,Item 54
Id 346,Item 75
Id 82,Item 68
Id 380,Item 74
Id 506,Item 62
Id 843,Item 7
Id 789,Item 56
Id 99,Item 35
Id 250,Item 72
Id 542,Item 24
Id 72,Item 66
Id 573,Item 57
Id 475,Item 34
Id 735,Item 34
Id 157,Item 44
Id 780,Item 62
Id 777,Item 48
Id 51,Item 4
Id 706,Item 76
Id 713,Item 43
Id 219,Item 29
Id 523,Item 62
Id 533,Item 26
Id 648,Item 17
Id 696,Item 22
Id 694,Item 27
Id 457,Item 57
Id 430,Item 16
Id 108,Item 32
Id 605,Item 58
Id 471,Item 59
Id 213,Item 26
Id 703,Item 63
Id 573,Item 35
Id 415,Item 62
Id 923,Item 37
Id 70,Item 26
Id 149,Item 46
Id 490,Item 60
Id 997,Item 31
Id 409,Item 35
Id 154,Item 55
Id 436,Item 55
Id 570,Item 39
Id 43,Item 22
Id 769,Item 72
Id 609,Item 33
Id 679,Item 15
Id 788,Item 54
Id 663,Item 13
Id 677,Item 48
Id 687,Item 13
Id 628,Item 15
Id 958,Item 9
Id 237,Item 52
Id 114,Item 37
Id 59,Item 61
Id 720,Item 41
Id 213,Item 67
Id 828,Item 51
Id 292,Item 47
Id 31,Item 13
Id 549,Item 7
Id 492,Item 70
Id 172,Item 20
Id 84,Item 38
Id 966,Item 78
Id 514,Item 80
Id 177,Item 39
Id 277,Item 44
Id 288,Item 41
Id 914,Item 31
Id 890,Item 77
Id 265,Item 56
Id 465,Item 58
Id 698,Item 47
Id 426,Item 80
Id 555,Item 52
Id 505,Item 48
Id 517,Item 78
Id 61,Item 60
Id 68,Item 70
Id 993,Item 48
Id 56,Item 44
Id 378,Item 60
Id 486,Item 77
Id 177,Item 61
Id 247,Item 65
Id 583,Item 15
Id 717,Item 17
Id 584,Item 61
Id 992,Item 71
Id 331,Item 15
Id 627,Item 16
Id 450,Item 42
Id 373,Item 38
Id 94,Item 34
Id 127,Item 29
Id 120,Item 12
Id 462,Item 41
Id 678,Item 14
Id 241,Item 76
Id 187,Item 58
Id 849,Item 11
Id 188,Item 78
Id 974,Item 23
Id 237,Item 22
Id 476,Item 50
Id 629,Item 78
Id 375,Item 21
Id 40,Item 70
Id 68,Item 16
Id 967,Item 72
Id 953,Item 56
Id 943,Item 9
Id 601,Item 22
Id 997,Item 67
Id 278,Item 21
Id 203,Item 42
Id 537,Item 31
Id 426,Item 75
Id 872,Item 4
Id 665,Item 73
Id 774,Item 30
Id 189,Item 28
Id 912,Item 73
Id 597,Item 67
Id 178,Item 1
Id 346,Item 38
Id 284,Item 8
Id 667,Item 76
Id 11,Item 72
Id 157,Item 12
Id 660,Item 4
Id 326,Item 48
Id 945,Item 67
Id 901,Item 49
Id 507,Item 60
Id 408,Item 65
Id 831,Item 5
Id 798,Item 60
Id 256,Item 11
Id 468,Item 1
Id 412,Item 34
Id 491,Item 38
Id 44,Item 65
Id 711,Item 62
Id 810,Item 60
Id 261,Item 21
Id 293,Item 26
Id 583,Item 35
Id 38,Item 65
Id 276,Item 49
Id 92,Item 28
Id 808,Item 50
Id 376,Item 54
Id 101,Item 36
Id 586,Item 41
Id 864,Item 52
Id 192,Item 27
Id 936,Item 76
Id 330,Item 31
Id 695,Item 70
Id 166,Item 24
Id 519,Item 73
Id 426,Item 46
Id 728,Item 40
Id 893,Item 21
Id 236,Item 52
Id 31,Item 79
Id 849,Item 77
Id 32,Item 21
Id 601,Item 54
Id 719,Item 59
Id 666,Item 21
Id 647,Item 76
Id 644,Item 57
Id 981,Item 23
Id 988,Item 51
Id 330,Item 33
Id 526,Item 76
Id 791,Item 29
Id 841,Item 56
Id 388,Item 30
Id 61,Item 34
Id 19,Item 47
Id 957,Item 70
Id 70,Item 10
Id 346,Item 2
Id 679,Item 47
Id 386,Item 68
Id 914,Item 5
Id 378,Item 22
Id 204,Item 59
Id 308,Item 39
Id 902,Item 67
Id 760,Item 77
Id 794,Item 2
Id 890,Item 33
Id 229,Item 46
Id 729,Item 2
Id 751,Item 21
Id 28,Item 69
Id 84,Item 50
Id 499,Item 15
Id 78,Item 58
Id 216,Item 55
Id 514,Item 58
Id 243,Item 76
Id 936,Item 31
Id 106,Item 78
Id 977,Item 51
Id 422,Item 1
Id 284,Item 64
Id 406,Item 37
Id 14,Item 23
Id 3,Item 58
Id 831,Item 41
Id 741,Item 75
Id 677,Item 80
Id 922,Item 32
Id 901,Item 80
Id 105,Item 11
Id 458,Item 37
Id 635,Item 54
Id 426,Item 46
Id 290,Item 22
Id 37,Item 49
Id 875,Item 1
Id 320,Item 53
Id 758,Item 44
Id 248,Item 66
Id 309,Item 39
Id 820,Item 17
Id 82,Item 46
Id 705,Item 24
Id 81,Item 48
Id 788,Item 38
Id 591,Item 15
Id 855,Item 36
Id 62,Item 56
Id 567,Item 62
Id 469,Item 7
Id 196,Item 80
Id 452,Item 61
Id 637,Item 13
Id 618,Item 71
Id 682,Item 37
Id 755,Item 52
Id 986,Item 9
Id 738,Item 62
Id 53,Item 60
Id 184,Item 30
Id 918,Item 51
Id 301,Item 50
Id 612,Item 49
Id 659,Item 50
Id 256,Item 2
Id 135,Item 57
Id 275,Item 43
Id 741,Item 54
Id 716,Item 23
Id 126,Item 76
Id 336,Item 6
Id 504,Item 49
Id 130,Item 5
Id 726,Item 60
Id 983,Item 80
Id 838,Item 31
Id 797,Item 24
Id 732,Item 60
Id 656,Item 49
Id 217,Item 5
Id 147,Item 12
Id 589,Item 75
Id 761,Item 50
Id 612,Item 48
Id 419,Item 30
Id 329,Item 57
Id 957,Item 53
Id 584,Item 17
Id 32,Item 47
Id 26,Item 71
Id 604,Item 29
Id 250,Item 80
Id 370,Item 45
Id 915,Item 45
Id 455,Item 19
Id 118,Item 53
Id 563,Item 76
Id 54,Item 61
Id 245,Item 42
Id 868,Item 58
Id 112,Item 44
Id 772,Item 41
Id 302,Item 48
Id 105,Item 48
Id 369,Item 30
Id 896,Item 1
Id 832,Item 36
Id 674,Item 11
Id 566,Item 69
Id 492,Item 20
Id 312,Item 56
Id 340,Item 9
Id 499,Item 58
Id 875,Item 33
Id 276,Item 21
Id 546,Item 19
Id 790,Item 2
Id 8,Item 67
Id 72,Item 75
Id 1000,Item 76
Id 426,Item 77
Id 45,Item 76
Id 540,Item 6
Id 197,Item 37
Id 850,Item 63
Id 26,Item 79
Id 749,Item 49
Id 802,Item 80
Id 47,Item 52
Id 891,Item 17
Id 133,Item 2
Id 240,Item 76
Id 678,Item 4
Id 82,Item 25
Id 437,Item 72
Id 122,Item 12
Id 964,Item 26
Id 27,Item 41
Id 37,Item 64
Id 645,Item 27
Id 102,Item 49
Id 515,Item 22
Id 509,Item 18
Id 926,Item 41
Id 798,Item 80
Id 907,Item 38
Id 878,Item 58
Id 911,Item 38
Id 180,Item 62
Id 260,Item 64
Id 433,Item 67
Id 123,Item 6
Id 360,Item 57
Id 527,Item 60
Id 738,Item 3
Id 665,Item 34
Id 451,Item 12
Id 325,Item 63
Id 953,Item 31
Id 1000,Item 43
Id 819,Item 73
Id 206,Item 47
Id 264,Item 21
Id 804,Item 11
Id 572,Item 51
Id 931,Item 24
Id 815,Item 42
Id 588,Item 58
Id 275,Item 11
Id 656,Item 60
Id 179,Item 37
Id 526,Item 67
Id 373,Item 58
Id 937,Item 58
Id 941,Item 27
Id 312,Item 20
Id 198,Item 7
Id 558,Item 54
Id 589,Item 46
Id 129,Item 33
Id 975,Item 69
Id 376,Item 22
Id 889,Item 61
Id 32,Item 31
Id 694,Item 50
Id 835,Item 55
Id 176,Item 55
Id 260,Item 79
Id 361,Item 7
Id 67,Item 68
Id 574,Item 75
Id 576,Item 25
Id 799,Item 66
Id 848,Item 37
Id 550,Item 47
Id 916,Item 67
Id 917,Item 39
Id 344,Item 1
Id 720,Item 21
Id 21,Item 42
Id 211,Item 22
Id 894,Item 79
Id 144,Item 62
Id 963,Item 56
Id 419,Item 30
Id 228,Item 5
Id 779,Item 39
Id 871,Item 68
Id 549,Item 52
Id 54,Item 13
Id 927,Item 75
Id 319,Item 39
Id 231,Item 20
Id 758,Item 6
Id 713,Item 14
Id 101,Item 51
Id 955,Item 36
Id 255,Item 6
Id 124,Item 65
Id 275,Item 32
Id 685,Item 65
Id 416,Item 41
Id 446,Item 54
Id 962,Item 19
Id 268,Item 29
Id 56,Item 59
Id 606,Item 59
Id 527,Item 54
Id 77,Item 38
Id 327,Item 24
Id 239,Item 34
Id 224,Item 79
Id 268,Item 47
Id 402,Item 57
Id 32,Item 3
Id 208,Item 53
Id 653,Item 47
Id 694,Item 23
Id 820,Item 68
Id 102,Item 80
Id 491,Item 77
Id 624,Item 38
Id 162,Item 18
Id 848,Item 80
Id 143,Item 21
Id 749,Item 36
Id 565,Item 66
Id 579,Item 9
Id 806,Item 78
Id 876,Item 47
Id 656,Item 52
Id 470,Item 19
Id 881,Item 44
Id 858,Item 62
Id 9,Item 63
Id 299,Item 71
Id 609,Item 33
Id 485,Item 75
Id 69,Item 51
Id 587,Item 31
Id 408,Item 18
Id 549,Item 56
Id 14,Item 10
Id 232,Item 47
Id 572,Item 47
Id 598,Item 6
Id 949,Item 26
Id 515,Item 59
Id 35,Item 7
Id 832,Item 5
Id 328,Item 46
Id 910,Item 39
Id 481,Item 6
Id 751,Item 10
Id 414,Item 80
Id 654,Item 13
Id 463,Item 46
Id 47,Item 38
Id 820,Item 2
Id 180,Item 19
Id 508,Item 9
Id 769,Item 34
Id 996,Item 80
Id 709,Item 8
Id 814,Item 28
Id 903,Item 76
Id 482,Item 24
Id 84,Item 49
Id 919,Item 5
Id 2,Item 62
Id 360,Item 20
Id 243,Item 42
Id 364,Item 51
Id 829,Item 42
Id 908,Item 45
Id 800,Item 46
Id 971,Item 18
Id 900,Item 67
Id 178,Item 75
Id 219,Item 3
Id 896,Item 32
Id 74,Item 11
Id 400,Item 54
Id 912,Item 34
Id 350,Item 79
Id 423,Item 66
Id 323,Item 30
Id 944,Item 55
Id 105,Item 58
Id 924,Item 25
Id 214,Item 14
Id 883,Item 73
Id 783,Item 66
Id 908,Item 26
Id 784,Item 80
Id 126,Item 8
Id 27,Item 38
Id 544,Item 42
Id 714,Item 44
Id 731,Item 25
Id 976,Item 13
Id 942,Item 46
Id 422,Item 9
Id 320,Item 29
Id 83,Item 59
Id 564,Item 12
Id 924,Item 33
Id 196,Item 70
Id 396,Item 36
Id 94,Item 18
Id 492,Item 9
Id 238,Item 22
Id 455,Item 29
Id 280,Item 80
Id 98,Item 49
Id 416,Item 12
Id 322,Item 29
Id 932,Item 50
Id 257,Item 30
Id 898,Item 64
Id 772,Item 3
Id 375,Item 74
Id 198,Item 58
Id 616,Item 61
Id 892,Item 9
Id 711,Item 8
Id 167,Item 78
Id 433,Item 79
Id 892,Item 41
Id 842,Item 33
Id 500,Item 28
Id 719,Item 78
Id 632,Item 77
Id 376,Item 22
Id 70,Item 22
Id 856,Item 9
Id 56,Item 27
Id 266,Item 66
Id 869,Item 77
Id 20,Item 47
Id 544,Item 77
Id 278,Item 10
Id 48,Item 11
Id 51,Item 3
Id 371,Item 21
Id 339,Item 48
Id 932,Item 3
Id 577,Item 79
Id 594,Item 30
Id 122,Item 10
Id 872,Item 69
Id 175,Item 62
Id 927,Item 31
Id 200,Item 31
Id 822,Item 74
Id 809,Item 9
Id 820,Item 9
Id 900,Item 6
Id 311,Item 70
Id 664,Item 31
Id 421,Item 1
Id 616,Item 12
Id 544,Item 44
Id 785,Item 78
Id 766,Item 32
Id 556,Item 25
Id 18,Item 9
Id 85,Item 9
Id 643,Item 63
Id 638,Item 15
Id 236,Item 30
Id 753,Item 75
Id 800,Item 11
Id 734,Item 36
Id 186,Item 24
Id 299,Item 23
Id 272,Item 74
Id 525,Item 48
Id 842,Item 25
Id 159,Item 41
Id 707,Item 57
Id 274,Item 66
Id 563,Item 58
Id 837,Item 62
Id 943,Item 74
Id 562,Item 4
Id 982,Item 51
Id 372,Item 45
Id 105,Item 57
Id 124,Item 11
Id 459,Item 48
Id 64,Item 9
Id 732,Item 40
Id 688,Item 34
Id 655,Item 65
Id 438,Item 7
Id 148,Item 43
Id 818,Item 52
Id 948,Item 27
Id 720,Item 10
Id 989,Item 33
Id 608,Item 49
Id 221,Item 62
Id 393,Item 12
Id 162,Item 12
Id 770,Item 49
Id 476,Item 34
Id 851,Item 18
Id 710,Item 72
Id 525,Item 79
Id 400,Item 59
Id 141,Item 52
Id 684,Item 50
Id 484,Item 63
Id 502,Item 61
Id 514,Item 13
Id 424,Item 19
Id 846,Item 39
Id 107,Item 71
Id 849,Item 33
Id 775,Item 62
Id 276,Item 31
Id 113,Item 80
Id 13,Item 27
Id 207,Item 5
Id 782,Item 49
Id 158,Item 2
Id 995,Item 36
Id 489,Item 44
Id 636,Item 59
Id 610,Item 27
Id 832,Item 18
Id 15,Item 9
Id 669,Item 78
Id 48,Item 57
Id 927,Item 22
Id 740,Item 5
Id 562,Item 19
Id 407,Item 60
Id 7,Item 23
Id 315,Item 4
Id 122,Item 64
Id 814,Item 22
Id 943,Item 51
Id 856,Item 41
Id 340,Item 29
Id 363,Item 59
Id 536,Item 43
Id 422,Item 67
Id 554,Item 14
Id 228,Item 44
Id 136,Item 14
Id 117,Item 43
Id 619,Item 76
Id 183,Item 32
Id 739,Item 62
Id 763,Item 36
Id 339,Item 57
Id 824,Item 7
Id 689,Item 47
Id 20,Item 53
Id 364,Item 46
Id 452,Item 76
Id 842,Item 66
Id 832,Item 51
Id 29,Item 49
Id 990,Item 69
Id 772,Item 3
Id 635,Item 52
Id 336,Item 80
Id 213,Item 6
Id 53,Item 18
Id 870,Item 52
Id 331,Item 21
Id 105,Item 21
Id 850,Item 68
Id 968,Item 46
Id 754,Item 5
Id 739,Item 30
Id 487,Item 37
Id 438,Item 12
Id 909,Item 23
Id 402,Item 51
Id 203,Item 52
Id 415,Item 2
Id 208,Item 23
Id 220,Item 77
Id 476,Item 27
Id 876,Item 5
Id 109,Item 48
Id 503,Item 73
Id 412,Item 29
Id 526,Item 53
Id 718,Item 52
Id 843,Item 37
