status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
527750833927938_1279442365425444,,Manhattan High School Counselors,photo,https://www.facebook.com/MHScounselors/photos/a.153509728090572.33212.134649509976594/1312717648836435/?type=3,2017-04-24 16:12:13,0,0,0
527750833927938_1279066495463031,,Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1279066495463031/?type=3,2017-04-24 09:48:50,4,0,3
527750833927938_1275863465783334,**THE TRACK MEET SCHEDULED FOR TODAY AT BISHOP STADIUM HAS BEEN CANCELLED.  THERE WILL BE NO TRACK PRACTICE AFTER SCHOOL**,,status,,2017-04-21 13:11:36,3,0,0
527750833927938_1272041069498907,"Don't forget! Tonight is the last night of this fundraiser, hope to see you there!! :)",USD 383: Manhattan High School,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1266787703357577/?type=3,2017-04-18 07:52:06,0,0,0
527750833927938_1267169329986081,"MHS Business Professionals of America club is holding a donation car wash this Saturday, April 15, at AutoZone. They are raising money to attend the National Leadership Conference in Orlando in May. We hope to see you there from 10:00 am to 2:00 pm!",Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1267169329986081/?type=3,2017-04-13 15:04:33,4,0,3
527750833927938_1266787703357577,,Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1266787703357577/?type=3,2017-04-13 07:27:13,2,0,4
527750833927938_1265918030111211,"Our band program at Manhattan High School has started its annual Flower Bulb Fundraiser for the spring!!! If you are interested, please click the link below and check out what is available. Please share the link so that everyone can see what they are selling. The profits will help offset their trip to Orlando, Florida next November!!! Happy Shopping!!! GO BAND!!!!",I am participating in a fundraiser for Manhattan High School Band and need your help!,link,http://www.flowerpowerfundraising.com/campaign?campaign_id=25158,2017-04-12 10:58:44,6,0,2
527750833927938_1263946126975068,,Manhattan High School Counselors,link,https://www.facebook.com/MHScounselors/posts/1296562893785244,2017-04-10 14:56:15,1,0,0
527750833927938_1258358114200536,,Manhattan-Ogden USD 383,link,https://www.facebook.com/USD383/posts/1325005030950874,2017-04-05 15:09:32,2,0,0
527750833927938_1258240210878993,,Manhattan-Ogden USD 383,link,https://www.facebook.com/USD383/posts/1324817120969665,2017-04-05 12:17:39,4,0,0
527750833927938_1257279567641724,**THE JV/VARSITY SOFTBALL GAMES FOR TODAY HAVE BEEN POSTPONED.  THEY HAVE BEEN RESCHEDULED FOR MAY 2ND**,,status,,2017-04-04 13:21:35,1,0,0
527750833927938_1257159427653738,"**VARSITY BOYS TENNIS FOR TODAY HAS BEEN POSTPONED UNTIL THURSDAY, APRIL 6TH AT KOSSOVER TENNIS COMPLEX IN TOPEKA AT 3PM**",,status,,2017-04-04 10:55:20,1,0,0
527750833927938_1257041070998907,"**GRADUATES**
JOSTEN'S LAST DELIVERY DAY FOR CAP AND GOWNS WILL BE TODAY FROM 11:30 - 1:00 P.M @MHSW.",,status,,2017-04-04 08:23:20,1,0,0
527750833927938_1257038697665811,"**JV BASEBALL AT WICHITA EAST TODAY HAS BEEN POSTPONED, MAKE-UP DATE TBD**",,status,,2017-04-04 08:21:28,2,0,0
527750833927938_1256065967763084,**C-TEAM BASEBALL HAS BEEN POSTPONED FOR TODAY 4/3**,,status,,2017-04-03 10:49:38,0,0,0
527750833927938_1255971637772517,Any word on the baseball games today?,,status,,2017-04-03 09:13:48,0,1,0
527750833927938_1253148758054805,"Congratulations to our March Student and Teacher of the Month!
Joy Gruenbacher – 11th grade and Kristal Kleiner – Language Arts",Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1253148758054805/?type=3,2017-03-31 13:04:59,17,1,0
527750833927938_1252060154830332,"Hello Senior Parents:

Graduation is quickly approaching for your MHS senior.  The Manhattan High School Project Graduation 2017 party planning has begun.  Please pass these details along to your senior.  We will announce the event to students at graduation practice but in the excitement of it all, they might not remember. 

The Project Graduation event is for graduating MHS seniors only.  It is held on graduation evening, Sunday May 21st from 9:00pm-1:00am.  The purpose of this event is to provide our seniors with a fun, safe, drug and alcohol free, night of activities.  The event will be held at the KSU Recreation Complex at Kimball and Denison.  

Students need to arrive by 10:30pm.  Once they leave, they will not be able to return.  Project Graduation is free and activities include:  racquetball, basketball, an inflatable obstacle course, KSU's climbing rock wall, food, prizes and more!!!  All seniors attending who are still present at midnight will receive a free t-shirt with all seniors’ names on the back and at the end of the night we will raffle off a $500 cash prize. 

An extra fee is required by the recreation complex in order for them to allow our students to climb their rock wall.  In addition, if a student is under the age of 18, they will need a parent signature on the Rock Wall Waiver Form.  Please sign it for them and have them bring it with them on the evening of the event.  Please consider making a small donation to our event in order to cover the cost of this activity and prizes.  Checks should be made to “MHS Project Graduation” and can be sent to the high school at 2100 Poyntz Avenue or may be dropped off at the front office.  Please be sure to put my name on the envelope.

I am currently collecting food donations and looking for adult chaperones.  Please use this link to provide food or chaperone: 
 http://www7.mysignup.com/cgi-bin/view.cgi?datafile=mhs_project_graduation_2017 
If the link does not work just go to www.mysignup and search for MHS Project Graduation 2017 or enter my email: kariq@usd383.org .  

All food donations can be dropped off at the KSU Recreation Complex on Sunday the 21st between 8:00 and 9:00pm.  If this time does not work for you, please contact me at 785-587-2100 extension 8098 or via email and we will figure out a way to get your donation there.

Congratulations to you all and thank you for your support with this event.  We typically have anywhere from 50-80% of our seniors in attendance at Project Graduation.

Thanks,

Kari Q. Humes, LAC, CPP
Drug and Alcohol Prevention Coordinator
USD #383 Manhattan-Ogden Schools",Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1252060154830332/?type=3,2017-03-30 11:08:24,2,1,4
527750833927938_1252032984833049,** The C-Team Baseball game @ Washburn Rural today has been postponed**,,status,,2017-03-30 10:23:40,1,1,0
527750833927938_1249977721705242,"i would like to pass along a 90th birthday celebration scheduled for mid april for phyllis weyerts, a former teacher...anyone interested in more info, please contact me via facebook...",,status,,2017-03-28 01:36:04,0,0,0
527750833927938_1249531161749898,"Congratulations to the Cyborg Indian Robotics team who competed against 59 other robots during regionals, March 15-18!!  They solidly improved their preliminary placement from last year by 16 positions and they were selected by the number 3 ranked team to be in an Alliance for the final rounds.  Their alliance was undefeated in the quarterfinals, and only lost after two tie breaker rounds!  Their alliance finished 3rd overall and missed qualifying for worlds by 20 points in the semi-finals.",Photos from USD 383: Manhattan High School's post,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1249528388416842/?type=3,2017-03-27 13:34:34,28,1,0
527750833927938_1249409461762068,PASG fundraiser today at KFC from 11am-10pm!!,Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1249409461762068/?type=3,2017-03-27 11:29:17,3,0,1
527750833927938_1249270918442589,"Hungry for Chipotle?

Help support the MHS Business of Professionals of America as 13 students compete in the May National Leadership Conference in Orlando!

•         Chipotle Fundraiser, 505 N. Manhattan Avenue
•         Tuesday, March 28th, 5-9pm
•         Chipotle will donate a percentage of their sales
•         Show a printed or mobile device flyer when you place your order
•         Instructions for online orders at the bottom of the flyer

Thank you for your support!",Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1249270918442589/?type=3,2017-03-27 07:54:27,2,0,2
527750833927938_1239624572740557,Woohoo!! Congrats Mr. Joel Gittle!!!,Manhattan-Ogden USD 383,photo,https://www.facebook.com/USD383/photos/a.308442579273796.71669.308060219312032/1297049217079789/?type=3,2017-03-16 14:08:58,19,0,0
527750833927938_1239444499425231,,Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1239444499425231/?type=3,2017-03-16 09:19:34,2,0,1
527750833927938_1239396899429991,"**MHS CHEERLEADING TRYOUTS**

o INFORMATIONAL MANDATORY PARENTS' MEETING:

     • MARCH 27 @ 6:00 P.M. AT THE AUDITORIUM AT EAST CAMPUS
 
o CLINICS WILL BE HELD ON APRIL 5-7TH FROM 6:00 P.M. - 8:00 P.M. AT MHSE GYM
 
o AND TRYOUTS WILL BE APRIL 8TH AT 2:00 P.M. AT MHSW GYM",,status,,2017-03-16 07:57:22,0,0,1
527750833927938_1238789516157396,Congrats Chrissy!!,Powercat Sports Grill,photo,https://www.facebook.com/PowercatSportsGrill/photos/a.221435168032374.1073741829.193135284195696/755371267972092/?type=3,2017-03-15 15:04:57,8,0,0
527750833927938_1238773559492325,"**The Blue Note Concert scheduled for Thursday, March 16 at Manhattan High West has been cancelled.**
 
**Also please mark your calendar : The April 6, 2017 Orchestra Concert has also been cancelled.**",,status,,2017-03-15 14:41:01,0,0,1
527750833927938_1238557199513961,"Congratulations to all the Introduction to Business/Entrepreneur  students who participated in the Network Kansas Youth Entrepreneur Challenge 2017!  Taylor R and Kaitlyn H business paradICE Shaved Ice placed 2nd and received $1,000  and Sean M  Safe Shop business placed third and received $500.  All of the students can submit their Executive Summary’s  to be eligible for 14 wildspots at the 2016-17 State Championship on April 24th in Hays, KS.",Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1238557199513961/?type=3,2017-03-15 09:21:36,12,0,2
527750833927938_1238511112851903,**THERE WILL BE NO ELT TOMORROW (3/16)**,,status,,2017-03-15 08:04:55,0,0,1
527750833927938_1235435933159421,,MHS girls hold on to capture first-ever state title,link,http://themercury.com/articles/mhs-girls-hold-on-to-capture-first-ever-state-title,2017-03-11 21:36:43,158,4,15
527750833927938_1234056979963983,"**Sophomore & Junior Parents**
State Assessments begin next Tuesday, below is the schedule.",Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1234056979963983/?type=3,2017-03-10 15:43:03,3,1,2
527750833927938_1233118820057799,Congrats ladies!!!,Manhattan-Ogden USD 383,photo,https://www.facebook.com/USD383/photos/a.308442579273796.71669.308060219312032/1286781148106596/?type=3,2017-03-09 17:44:30,85,1,0
527750833927938_1232998646736483,"Hungry for Panera?

Help support the MHS Business of Professionals of America as 13 students compete in the May National Leadership Conference in Orlando!
• Panera Bread Fundraiser, 315 Southwind Place
• Wednesday, March 15th, 4-8pm
• Panera will donate a percentage of their sales
• Show a printed or mobile device flyer when you place your order
• Instructions for Rapid Pickup Order are on the flyer

Thank you for your support!",Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1232998646736483/?type=3,2017-03-09 14:48:27,4,0,1
527750833927938_1231453703557644,,Dollars For Devin Hat Day at Manhattan High School,event,https://www.facebook.com/events/1798403623818099/,2017-03-08 09:53:27,22,0,0
527750833927938_1230703080299373,"If you have received an invitation to National Honor Society at Manhattan High School, the deadline has been extended to March 16, 2017.  

Robin Smith R.N., B.S.N.
Manhattan High School Nurse
National Honor Society Sponsor
785-587-2100 ext 8036
robins@usd383.org",,status,,2017-03-07 16:01:54,0,1,0
527750833927938_1229683203734694,"Spring Fling is coming up on Friday, March 31st from 6:00-9:00pm at West Campus. All MHS 9th-12th graders are welcome and IT'S FREE!!

If you have questions, please contact Kari Humes at (785) 587-2100 EXT. 8098 or kariq@usd383.org.",Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1229683203734694/?type=3,2017-03-06 12:23:45,1,2,2
527750833927938_1229679443735070,"Parents,
Just a reminder that the Spring sports parent night is tonight, Monday, March 6th in the south gym at 7pm.
 
Mike Marsh
ATHLETIC DIRECTOR",,status,,2017-03-06 12:15:47,0,0,0
527750833927938_1227909883912026,,Chandler Mixon on Twitter,video,https://twitter.com/chandlermixon0/status/837876750860304384,2017-03-04 09:42:33,7,0,0
527750833927938_1226451354057879,,Manhattan Mercury Sports,photo,https://www.facebook.com/MHKMercurySports/photos/a.1229954137095691.1073741830.1190135727744199/1275014325923005/?type=3,2017-03-02 12:53:14,8,0,0
527750833927938_1225556624147352,,Manhattan-Ogden USD 383,link,https://www.surveymonkey.com/r/USD3832037,2017-03-01 09:01:24,1,1,0
527750833927938_1224874697548878,Congratulations to our February winners of a Carlos O’ Kelly’s gift card: Malek Harris (9th grade) and Clancey Livingston – Science teacher at East and West!!,Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1224874697548878/?type=3,2017-02-28 12:01:22,6,0,1
527750833927938_1223831214319893,,Manhattan-Ogden USD 383,photo,https://www.facebook.com/USD383/photos/a.308442579273796.71669.308060219312032/1271181129666598/?type=3,2017-02-27 12:35:41,19,0,0
527750833927938_1221403984562616,,Manhattan-Ogden USD 383,photo,https://www.facebook.com/USD383/photos/a.308442579273796.71669.308060219312032/1267145070070204/?type=3,2017-02-24 15:10:33,5,0,0
527750833927938_1221402437896104,Celebrate CTE Month – A HUGE Thank You to the Programming and Software Development  Advisory Committee at MHS!   These community individuals meet twice a year to assist in curriculum development and  provide industry recommendations to better prepare the future Computer Science students. The Advisory members are:   Julie Thornton – KSU Computer Science Department; Joy Hauser – KSU Computer Science Student; David Maas – Garmin; Will Baldwin –Biosecurity Research Institute; Adam Clark –  CivicsPlus; David Brotton – Purple Wave; Penny Kenny – KSU Foundation; Nathan Bean – KSU Computer Science Department,,status,,2017-02-24 15:09:11,4,0,1
527750833927938_1221102924592722,"MHS Students, Parents, and Guardians,

Early this morning, a gas odor was discovered by MHS staff in the West end of on E hall. It was determined that the culinary kitchen had one of two gas stoves with all of the pilot lights out. Exterior doors were opened between rooms E 103 and E 118 to dissipate the odor, and the gas was shut off to the stove in question.

Manhattan Fire Department was contacted to assist in a non-emergent situation to measure air quality in the West end of E hall. Faculty and staff were diverted from this area while MFD tested the hallways and classrooms. At approximately 7:20 AM, the all clear was given by MFD. No air quality issues were detected by MFD.

Greg Hoyt, MHS Principal",,status,,2017-02-24 08:45:57,0,0,0
527750833927938_1219616144741400,"**SPRING PRACTICE BEGINS MONDAY, FEBRUARY 27TH**",Photos from USD 383: Manhattan High School's post,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1219615888074759/?type=3,2017-02-22 12:10:48,2,1,2
527750833927938_1218205574882457,,USD 383: Manhattan High School's cover photo,photo,https://www.facebook.com/383Indians/photos/a.713847518651601.1073741827.527750833927938/1218205488215799/?type=3,2017-02-20 15:33:52,5,0,0
527750833927938_1218101541559527,"21 Business Professionals of America (BPA) students went to Wichita last week to compete in the BPA State Leadership Conference. They all worked extremely hard in their various business and technology events, putting in many preparation hours outside of school. We hope you will congratulate the following students on their impressive results:
• Taylor Butler—2nd Advanced Accounting; 1st Fundamental Word Processing
• Lauren Casper—4th Advanced Accounting
• Lauren Casper, Caroline Cassou, Carter Perkins, Josh Rockey—1st Financial Analyst Team
• Lily Colburn—2nd Extemporaneous Speech; 3rd Prepared Speech
• Jaalannee Dugassa—5th Fundamental Word Processing
• Stephanie Fu—1st Java Programming
• Stephanie Fu and Luann Jung—1st Administrative Support Team
• Luann Jung—2nd Medical Office Procedures
• Ethan Kaus—1st Personal Financial Management
• Eilish MacCharles—qualified in Fundamental Accounting
• Cade Roberts—5th Personal Financial Management; qualified in Banking and Finance; 
• Josh Rockey—5th Advanced Accounting
• Blaine Snyder—3rd Fundamental Word Processing
• Gabe Weathers—5th Fundamentals of Web Design
These 14 students are now eligible to compete in the National Leadership Conference in Orlando on May 10-14!!!",Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1218101541559527/?type=3,2017-02-20 12:40:19,36,0,3
527750833927938_1218092794893735,"Girls Soccer Tryouts will begin next Monday, February 27th at Bishop stadium from 5:30-7:30pm.",Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1218092794893735/?type=3,2017-02-20 12:21:24,5,0,3
527750833927938_1218021061567575,"MHS Students, Parents, and Guardians –

Beginning today and running through March 5, 2017, RCPD along with the Kansas Highway Patrol and the MHS SADD (Students Against Destructive Decisions) group will be sponsoring and participating in the SAFE (Seatbelts Are For Everyone) campaign and initiative. This initiative focuses on reducing deaths and injuries on Kansas roads and highways.

During this two-week period, law enforcement will be extra vigilant when patrolling around schools. There should be no surprises when it comes to this enforcement effort. Officers will issue citations to any individual who is speeding, texting, or failing to buckle up.

In 2015, according to KDOT statistics, 13 high school teens were tragically killed in motor vehicle accidents. Of those, nearly 40% were not properly restrained.

Even one teen death is unacceptable. Please slow down, put the phone away or turn it off, always buckle up, and be SAFE.

Greg Hoyt, MHS Principal",,status,,2017-02-20 10:07:01,8,0,1
527750833927938_1215371065165908,,Manhattan-Ogden USD 383,link,https://www.facebook.com/USD383/posts/1254204344697610,2017-02-17 12:48:26,2,0,0
527750833927938_10158168895140587,"If you are a student or parent looking for a formal dress at a reasonable price, don't miss Junior League of the Flint Hill's Gown Town 2017 event on Sunday, February 26th from 1-4pm at the Four Points by Sheraton (530 Richards Drive). There will be hundreds of gently-used formal dresses at a fraction of retail price just in time for Prom! Additional info and tickets available at www.jlflinthills.org. First 25 tickets sold receive swag bags - hurry before they are all gone!",,photo,https://www.facebook.com/photo.php?fbid=10158168895140587&set=o.527750833927938&type=3,2017-02-16 17:03:20,1,0,0
527750833927938_1214132168623131,Peter and the Starcatcher begins tonight at 7PM. See you at the show!!,Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1214132168623131/?type=3,2017-02-16 08:36:27,6,1,2
527750833927938_1213663082003373,,Manhattan High School Counselors,photo,https://www.facebook.com/MHScounselors/photos/a.153509728090572.33212.134649509976594/1242648175843383/?type=3,2017-02-15 20:02:50,1,0,0
527750833927938_1213200162049665,"It is time for school physicals/athletic packets to be completed and submitted if your child plans to participate in any spring athletic events during the 2016-2017 school year.  Please submit the completed physical along with the athletic packet to the athletic office (room C-103) at the West Campus.  If your child plans to take part in any spring sport, the physical along with the athletic packet must be turned in no later than February 24, 2017 so that there is no delay in practice.  The athletic packets are on line and can be picked up from the athletic office.  Please remember to turn in everything together.  Athletic packets/physicals with incomplete or missing pages will not be accepted and could cause a delay in taking part in any practice.",Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1213200162049665/?type=3,2017-02-15 09:07:22,1,0,0
527750833927938_1212613298775018,Can you find a job without business and technology/computer skills? You will need these life skills - enroll in a Business course for next year!,Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1212613298775018/?type=3,2017-02-14 13:11:15,5,0,0
527750833927938_1212471522122529,"**YEARBOOK DEADLINE**
The deadline for personalization of the 2017 Blue M yearbook has been extended to Feb. 15, so get your form and payment to C107 before then to add your name or icons to the cover of YOUR yearbook. Feb. 15 is also the deadline to pre-order a book for $75. No pre-orders will be taken after Wednesday, and any leftover books at distribution in May will be sold first-come, first-served for $83 until we run out. Bring checks made out to MHS to the West campus main office to pre-order your book.",Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1212471522122529/?type=3,2017-02-14 09:11:10,1,0,0
527750833927938_403495703334113,"Is there a MHS fun night thing going on tomorrow, or is that a mistake in our planners? I'm not sure.",,photo,https://www.facebook.com/photo.php?fbid=403495703334113&set=o.527750833927938&type=3,2017-02-09 15:13:36,0,0,0
527750833927938_1208643955838619,"Hungry for some BBQ?  

WAIT!!  

til Monday.  The Scholars Bowl team is having a fundraiser at Cox Bros BBQ on Monday, February 13 from 5:00pm - 8:00pm.  Cox Bros is donating a portion of the sales (dine-in, carry out, and drive through) to the team.  The money will be used to offset the cost of our t-shirts.  If you choose to come out, Thank You in advance.  If you want to know more about the team, read below.  

Thanks, Ted Dawdy and Tim Ekart

The JV Team: Josh Brandt, Brian Dudley, Matt Ewers, Casey Gritton, Blaise Hayden, Seth Higgins, Noah Jayne, Levi Nutter, Tanya Singh, Roman Talbot, Stephen West, Vanessa Wood, and Allen Zhang.  Different subsets of this group were entered in 10 tournaments.  They placed 1st 6 times(one of these was a small school varsity meet) and 2nd 4 times.  I have been a scholars bowl coach at MHS for 17 years and have never seen a group have that much success.

The Varsity Team: Zach Bergeron, Luke Benfer, Greg Chikan, Yusuf Ciftci, Zach Culbertson, Cole Dudley, Stephanie Fu, Creighton Glasscock, Eric Higgins, Luann Jung, Leon Li, Owen Li, Noah Shirk, and Jered Zhang.  Different subsets of this group Qualified for QUEST with the highest score of all 6A schools competing, were 2nd in the Centennial League tournament, and qualified for the 6A state tournament(3rd consecutive year) by finishing 4th in the toughest regional in the state(I may be biased).  They went to 13 competitions.  They placed 1st 3 times, 2nd 4 times, 3rd 1 time, 5th 1 time, and did not advance in 4 tournaments.",Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1208643955838619/?type=3,2017-02-09 12:11:36,4,0,1
527750833927938_1201923019844046,"**PLANNER DATE CORRECTION**

In your student’s Planner, Friday, February 17 is marked as a NO SCHOOL DAY, THAT IS NOT CORRECT.  MANHATTAN HIGH WEST AND EAST WILL BE IN SCHOOL THAT DAY.  This date was printed incorrectly due to the fact that the district calendar changed after the planner information was submitted to the printer.  

Sorry for any inconvenience this may have caused you.",,status,,2017-02-01 15:03:49,4,0,5
527750833927938_1201065326596482,"Manhattan High School Parents, 

This year’s final Parent Teacher Conferences will be next week, Wednesday the 8th & Thursday the 9th from 4:30 P.M to 8:00 P.M. @ MHS West Campus. We encourage all of our families to attend.  We’re asking everyone to check-in at the top of the main steps to receive their student’s progress grade report.  We appreciate you doing this because it is how we gather our attendance data for the conferences. 

Enrollment for the 2017-2018 school year will begin in February.  Your 9th – 11th grade student recently viewed the following video that is an overview of our enrollment process at MHS.  https://youtu.be/VcH5xVgVWRQ  Our counselors have produced specific grade level enrollment videos that will be shown in Advisory.  These videos links will soon be shared via IC Messenger.     

Our 2017-2018 Course Description Book in now available online.  You can access by visiting  www.usd383.org/home/showdocument?id=10589 

It can also be found by going to www.usd383.org  - Manhattan High School Link – Classes & Programs -  MHS Course Catalog 2017-2018. 

Finally, if your student needs extra help with English, Math, Social Science, and Science, we continue to offer Extended Learning Time - ELT from 3-4 Monday through Thursday.

Michael S. Dorst 
Assistant Principal 
Manhattan High School 
michaeld@usd383.org",MHS General Enrollment Video,video,https://youtu.be/VcH5xVgVWRQ,2017-01-31 15:43:38,5,0,2
527750833927938_1200907933278888,,Manhattan-Ogden USD 383,link,http://www.usd383.org/Home/Components/News/News/5231/17?backlist=%2Fmanhattan-ogden,2017-01-31 12:19:55,14,0,0
527750833927938_1199970106706004,,Manhattan-Ogden USD 383,link,http://www.usd383.org/Home/Components/News/News/5225/17?backlist=%2Fmanhattan-high-school,2017-01-30 14:24:37,11,0,0
527750833927938_1199711446731870,Congratulations!!,Manhattan High School Counselors,photo,https://www.facebook.com/MHScounselors/photos/a.153509728090572.33212.134649509976594/1228455810595953/?type=3,2017-01-30 10:29:50,5,0,0
527750833927938_1197926963576985,"Manhattan High School--We look forward to hosting you all this coming Tuesday night in the Charger Dome.  Want to give you a heads up that we are hosting a buck shot night, so bring your dollars and take a shot at winning.  Safe travels.  This Buck Shot is hosted by Westside Pride Topeka West Booster Club.  Also, we offer lots of good eats from our Concession Stand.",,status,,2017-01-28 13:51:47,0,0,0
527750833927938_10211446618542306,"Please join us for dinner Thursday January 26, 5:30-7pm to support the Combined Scholarship Fund of Greater Fort Riley!  Thank you for your support!
https://www.facebook.com/events/1859920687619082/",Chick-fil-A Fundraiser,event,https://www.facebook.com/events/1859920687619082/,2017-01-26 00:12:35,0,0,0
527750833927938_1193633830672965,,Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1193633830672965/?type=3,2017-01-24 11:00:03,7,0,4
527750833927938_1192750164094665,"There will be an MHS PASG ALL DAY fundraiser tomorrow, Tuesday, January 24th at Powercat Sports Grill.  Just put your receipt in the MHS jar at the hostess table when you leave so a percentage of your purchase will come back to PASG. Hope to see you there!!",Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1192750164094665/?type=3,2017-01-23 15:43:53,2,0,0
527750833927938_10154009503586566,"ALL DAY!!!!  Tuesday, January 24th Powercat Sports Grill Performing Arts Support Group fundraiser!!! Put receipt in PASG jar at checkout for percentage of purchase!!",,photo,https://www.facebook.com/photo.php?fbid=10154009503586566&set=o.527750833927938&type=3,2017-01-23 13:04:57,0,0,0
527750833927938_1189197954449886,Congrats Rachel & Chessa!!,Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1189197954449886/?type=3,2017-01-19 15:03:04,5,0,0
527750833927938_1189185641117784,,Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1189185641117784/?type=3,2017-01-19 14:41:34,4,0,11
527750833927938_1189004311135917,"Tribe Pride store will be open Thursday at America’s Got Special Talent (before the show and during Intermission). When you attend this amazing show, please stop by to purchase your Manhattan High merchandise.",,status,,2017-01-19 08:57:50,1,0,0
527750833927938_1187375201298828,"Dear Parents/Students
Our free after school tutoring program known as ELT begins again TODAY.  ELT runs Monday-Thursday in room D-002B from 3-4pm with tutors available in the areas of Math, Science, Social Studies, and Language Arts.",,status,,2017-01-17 13:32:29,3,0,0
527750833927938_1187241587978856,"America's Got Special Talent is this Thursday, January 19th, beginning at 7:00 p.m. in Rezac Auditorium at MHSW. This show is put on by the Interpersonal Skills Class, and features MHS Seniors, MHS Special Education students, AMS students, and community members from Big Lakes Developmental Center. Admission is by donation. Don't miss this amazing show case of talent!",,status,,2017-01-17 09:19:20,11,2,12
527750833927938_1184280588274956,"**CURRENT LIST OF CANCELLATIONS AND POSTPONEMENTS**

Boys/girls basketball for today at Topeka West has been POSTPONED until Jan. 31st

Boys/girls bowling for today and tomorrow at Lawrence has been CANCELLED

State debate in KC has been POSTPONED until Jan. 27-28th

JV wrestling tournament in Hays has been CANCELLED",,status,,2017-01-13 13:33:54,1,1,0
527750833927938_1184125308290484,"**CURRENT LIST OF CANCELLATIONS AND POSTPONEMENTS**

Boys/girls bowling for today and tomorrow at Lawrence has been CANCELLED

State debate in KC has been POSTPONED until Jan. 27-28th

JV wrestling tournament in Hays has been CANCELLED

**There will be more updates around noon regarding the basketball games at Topeka West**",,status,,2017-01-13 09:17:32,1,0,0
527750833927938_1183580398344975,**State debate has been postponed for this weekend Jan. 13-14th. It has been re-scheduled for Jan. 27-28th at Blue Valley SW High school.**,,status,,2017-01-12 15:00:40,0,0,0
527750833927938_1183387588364256,,Manhattan-Ogden USD 383,photo,https://www.facebook.com/USD383/photos/a.308442579273796.71669.308060219312032/1201072550010790/?type=3,2017-01-12 10:15:49,23,0,0
527750833927938_10153980237751566,"MHS supporters!!  Please join us in supporting MHS choir, January 17th from 5-9 pm, at Freddy's for good & family fun.  Just show this flyer at checkout & MHS choir will receive a percentage of your purchase as support!!  See you there!!",,photo,https://www.facebook.com/photo.php?fbid=10153980237751566&set=o.527750833927938&type=3,2017-01-12 06:37:27,2,0,0
527750833927938_1181834125186269,The Tribe Pride store will be open from 4:30-8:00 at tonight’s basketball games against Shawnee Heights. Please visit us to purchase your MHS merchandise.,,status,,2017-01-10 10:09:10,2,0,0
527750833927938_1181174875252194,,Timeline Photos,photo,https://www.facebook.com/383Indians/photos/a.719860491383637.1073741828.527750833927938/1181174875252194/?type=3,2017-01-09 10:10:53,2,0,1
527750833927938_1181165281919820,Great job!!,Manhattan-Ogden USD 383,photo,https://www.facebook.com/USD383/photos/a.308442579273796.71669.308060219312032/1196170980500947/?type=3,2017-01-09 09:53:07,27,0,0
